date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:32:13	9921/9921	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:33%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.52-1-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.52-1-1.jpg	(from https://desafio19dias.com/)
21:32:13	9750/9750	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:29%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.50-2-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.50-2-1.jpg	(from https://desafio19dias.com/)
21:32:13	14449/14449	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:25%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_mini-dep4.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_mini-dep4.jpg	(from https://desafio19dias.com/)
21:32:13	6206/6206	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:21%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.53-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.53-1.jpg	(from https://desafio19dias.com/)
21:32:14	11342/11342	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:17%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.52-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_WhatsApp-Image-2021-03-09-at-15.04.52-2.jpg	(from https://desafio19dias.com/)
21:32:14	131613/131613	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:32:31%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/ddepoimentos-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/ddepoimentos-1.jpg	(from https://desafio19dias.com/)
21:32:14	9167/9167	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:14%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_062e4590-depo-1_10ae04o09903i00l00l028.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_062e4590-depo-1_10ae04o09903i00l00l028.jpg	(from https://desafio19dias.com/)
21:32:14	32870/32870	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:25:40%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_depoimentoFace17_large_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_depoimentoFace17_large_mob.jpg	(from https://desafio19dias.com/)
21:32:15	79360/79360	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:28:22%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dC1-1-786x1024-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dC1-1-786x1024-2.jpg	(from https://desafio19dias.com/)
21:32:15	29062/29062	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:21:38%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-62_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-62_mob.jpg	(from https://desafio19dias.com/)
21:32:15	9780/9780	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:28:15%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dGuia-Low-Carb-Mockup-3-300x300-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dGuia-Low-Carb-Mockup-3-300x300-2.jpg	(from https://desafio19dias.com/)
21:32:15	10534/10534	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:28:09%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/d100-Receitas-Detox.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/d100-Receitas-Detox.jpg	(from https://desafio19dias.com/)
21:32:15	10430/10430	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:28:02%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dvip-2-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dvip-2-1.jpg	(from https://desafio19dias.com/)
21:32:16	43682/43682	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:29:15%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dC3-1-1024x1024-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dC3-1-1024x1024-1.jpg	(from https://desafio19dias.com/)
21:32:16	5798/5798	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:21:51%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-70_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-70_mob.jpg	(from https://desafio19dias.com/)
21:32:16	5855/5855	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:21:57%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_100-Receitas-Detox_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_100-Receitas-Detox_mob.jpg	(from https://desafio19dias.com/)
21:32:16	18948/18948	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:22:04%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_vip-2_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_vip-2_mob.jpg	(from https://desafio19dias.com/)
21:32:17	18187/18187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:22:11%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_C3-1_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_C3-1_mob.jpg	(from https://desafio19dias.com/)
21:32:17	56399/56399	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:27:47%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dC4-1-1024x512-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dC4-1-1024x512-1.jpg	(from https://desafio19dias.com/)
21:32:17	8031/8031	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:33:11%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm_2b41ec59-d5e84e1e-price-1000000000000000000028_1000000000000000000028.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm_2b41ec59-d5e84e1e-price-1000000000000000000028_1000000000000000000028.jpg	(from https://desafio19dias.com/)
21:32:17	31077/31077	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:22:18%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_C4-1_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_C4-1_mob.jpg	(from https://desafio19dias.com/)
21:32:17	31911/31911	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:29:03%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/dC5-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dC5-2.jpg	(from https://desafio19dias.com/)
21:32:18	46359/46359	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:30:28%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_IMG_2579.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_IMG_2579.jpg	(from https://desafio19dias.com/)
21:32:18	54157/54157	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:30:16%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.52.45.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.52.45.jpg	(from https://desafio19dias.com/)
21:32:18	73574/73574	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:30:04%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.53.29.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.53.29.jpg	(from https://desafio19dias.com/)
21:32:18	54621/54621	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:29:51%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.53.36.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2021-10-21-18.53.36.jpg	(from https://desafio19dias.com/)
21:32:18	47720/47720	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:29:38%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2022-02-18-09.01.00-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2022-02-18-09.01.00-1.jpg	(from https://desafio19dias.com/)
21:32:19	35479/35479	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:29:27%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2022-05-11-09.30.59.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_photo_2022-05-11-09.30.59.jpg	(from https://desafio19dias.com/)
21:32:19	28068/28068	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:18:54%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-6-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-6-1.jpg	(from https://desafio19dias.com/)
21:32:19	47082/47082	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:19:05%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-4-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-4-1.jpg	(from https://desafio19dias.com/)
21:32:19	42362/42362	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:19:26%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-3-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-3-1.jpg	(from https://desafio19dias.com/)
21:32:20	27023/27023	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:19:16%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42.jpg	(from https://desafio19dias.com/)
21:32:20	31387/31387	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:19:39%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-1.jpg	(from https://desafio19dias.com/)
21:32:20	23845/23845	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:19:49%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-8-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_Prancheta-42-copia-8-1.jpg	(from https://desafio19dias.com/)
21:32:20	81770/81770	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:27:25%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/d68bedb68-recorte-mujeres-2_10kr0ez000000000000028.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/d68bedb68-recorte-mujeres-2_10kr0ez000000000000028.jpg	(from https://desafio19dias.com/)
21:32:21	31509/31509	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:22:36%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/otm2_68bedb68-recorte-mujeres-2_10kr0ez000000000000028_mob.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/otm2_68bedb68-recorte-mujeres-2_10kr0ez000000000000028_mob.jpg	(from https://desafio19dias.com/)
21:32:21	29932/29932	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:27:13%20GMT	https://desafio19dias.com/wp-content/uploads/2023/01/Design-sem-nome-70.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/Design-sem-nome-70.jpg	(from https://desafio19dias.com/)
21:32:21	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Mar%202018%2014:48:42%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/animations/animations.mina560.css	(from https://desafio19dias.com/)
21:32:21	5299/5299	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2020:07:58%20GMT	https://desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mina560.js	(from https://desafio19dias.com/)
21:32:21	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mina560.js	(from https://desafio19dias.com/)
21:32:22	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://desafio19dias.com/)
21:32:22	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://desafio19dias.com/)
21:32:22	31522/31522	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.mina560.js	(from https://desafio19dias.com/)
21:32:22	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://desafio19dias.com/)
21:32:23	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://desafio19dias.com/)
21:32:23	4910/4910	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/dist/hooks.min6c65.js	(from https://desafio19dias.com/)
21:32:23	10230/10230	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/dist/i18n.mine57b.js	(from https://desafio19dias.com/)
21:32:23	21563/21563	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2020:07:58%20GMT	https://desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/frontend.mina560.js	(from https://desafio19dias.com/)
21:32:24	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jan%202017%2018:35:32%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://desafio19dias.com/)
